id,NAME,PARTY,STATE_NAME,LonX,LatY,pagerank,degree,distance to center,betweenness,closeness
21308,Julia Brownley,Democrat,California,-119.059,34.301,0.001407483,133,2874.705073,19.92187358,0.741312741
21309,Tony CÃ¡rdenas,Democrat,California,-118.431,34.266,0.001262627,91,2821.346939,0.290688588,0.631578947
21311,Raul Ruiz,Democrat,California,-115.72,33.747,0.001522595,162,2604.884559,110.2122931,0.834782609
21312,Mark Takano,Democrat,California,-117.308,33.917,0.001293538,99,2736.466866,3.383110051,0.648648649
21313,Alan S. Lowenthal,Democrat,California,-118.313,33.421,0.001311975,99,2842.746265,5.216333735,0.648648649
21314,Juan Vargas,Democrat,California,-115.516,32.995,0.001346737,102,2617.001064,1.928329289,0.659793814
21315,Scott H. Peters,Democrat,California,-117.117,32.903,0.001034213,14,2759.598579,0,0.487309645
21321,Lois Frankel,Democrat,Florida,-80.167,26.546,0.001254127,90,1487.114049,0.204831778,0.635761589
21326,Bradley Scott Schneider,Democrat,Illinois,-87.938,42.279,0.001643597,141,419.6641797,81.98716833,0.764940239
21328,Rodney Davis,Republican,Illinois,-89.519,39.512,0.001034213,0,227.3070672,0,0
21329,Cheri Bustos,Democrat,Illinois,-90.21,41.39,0.001034213,0,407.0990955,0,0
21333,Andy Barr,Republican,Kentucky,-84.163,38.048,0.001034213,0,270.6739298,0,0
21337,Ann Wagner,Republican,Missouri,-90.534,38.604,0.001034213,0,289.9674371,0,0
21339,Steven Horsford,Democrat,Nevada,-116.001,38.091,0.001094691,27,2502.870983,0,0.506596306
21340,Ann M. Kuster,Democrat,New Hampshire,-71.719,43.769,0.001536866,135,1417.184359,34.69175172,0.747081712
21342,Grace Meng,Democrat,New York,-73.824,40.735,0.001605869,138,1169.563838,89.49685793,0.771084337
21343,Hakeem S. Jeffries,Democrat,New York,-73.907,40.64,0.001801437,159,1161.253965,72.73315365,0.824034335
21344,Sean Patrick Maloney,Democrat,New York,-74.08,41.411,0.001373547,115,1160.982033,8.574274991,0.693140794
21346,Richard Hudson,Republican,North Carolina,-79.54,35.293,0.001034213,0,770.6580196,0,0
21351,Brad R. Wenstrup,Republican,Ohio,-83.566,39.02,0.001034213,0,319.2419641,0,0
21352,Joyce Beatty,Democrat,Ohio,-82.949,39.966,0.001671268,154,398.4394144,47.57762571,0.806722689
21353,David P. Joyce,Republican,Ohio,-81.006,41.553,0.001034213,0,623.9267238,0,0
21355,Markwayne Mullin,Republican,Oklahoma,-95.452,35.155,0.001034213,0,825.07494,0,0
21356,Scott Perry,Republican,Pennsylvania,-76.858,40.263,0.001034213,0,908.1611074,0,0
21358,Matt Cartwright,Democrat,Pennsylvania,-75.406,41.37,0.001034213,0,1052.014629,0,0
21359,Tom Rice,Republican,South Carolina,-79.535,34.127,0.001034213,0,843.7741105,0,0
21360,Randy K. Weber Sr.,Republican,Texas,-94.916,29.461,0.001034213,0,1234.510726,0,0
21362,Joaquin Castro,Democrat,Texas,-98.622,29.475,0.001705719,151,1455.861927,40.79615674,0.796680498
21364,Roger Williams,Republican,Texas,-97.814,31.505,0.001034213,0,1242.416216,0,0
21365,Marc A. Veasey,Democrat,Texas,-97.094,32.754,0.001445486,117,1100.854782,9.968030163,0.698181818
21367,Chris Stewart,Republican,Utah,-112.562,38.758,0.001034213,1,2195.488373,0,1
21368,Derek Kilmer,Democrat,Washington,-123.607,47.592,0.001973326,167,3090.787368,125.5021139,0.853333333
21370,Mark Pocan,Democrat,Wisconsin,-89.748,42.983,0.001192779,40,537.8780898,0,0.523160763
21371,Robin L. Kelly,Democrat,Illinois,-87.796,41.258,0.001793371,154,305.7182215,44.03442878,0.806722689
21372,Daniel T. Kildee,Democrat,Michigan,-83.778,43.686,0.001782912,159,639.1171194,66.07990537,0.824034335
21373,Jason Smith,Republican,Missouri,-90.93,37.19,0.001034213,0,360.5551853,0,0
21375,Katherine M. Clark,Democrat,Massachusetts,-71.311,42.355,0.001794888,144,1406.981816,32.24068935,0.774193548
21500,Gary J. Palmer,Republican,Alabama,-86.713,33.263,0.001034213,0,589.1792806,0,0
21502,Ruben Gallego,Democrat,Arizona,-112.119,33.429,0.001816804,153,2305.347867,43.19639448,0.80334728
21503,J. French Hill,Republican,Arkansas,-92.391,35.091,0.001034213,0,600.8747546,0,0
21504,Mark DeSaulnier,Democrat,California,-121.985,37.899,0.001606456,111,3021.320437,8.360602993,0.676056338
21506,Pete Aguilar,Democrat,California,-117.354,34.11,0.00224276,162,2733.342445,168.3942726,0.834782609
21507,Ted Lieu,Democrat,California,-118.597,34.031,0.001689518,128,2844.327321,9.46790054,0.727272727
21508,Norma J. Torres,Democrat,California,-117.588,34.047,0.001324173,66,2755.998359,0,0.574850299
21510,Ken Buck,Republican,Colorado,-103.375,39.062,0.001034213,0,1401.018828,0,0
21513,Earl L. â€œBuddyâ€ Carter,Republican,Georgia,-81.991,31.308,0.001034213,0,934.113031,0,0
21514,Jody B. Hice,Republican,Georgia,-83.062,33.427,0.001034213,0,680.0086613,0,0
21515,Barry Loudermilk,Republican,Georgia,-84.651,34.191,0.001034213,0,535.3384342,0,0
21516,Rick W. Allen,Republican,Georgia,-82.221,32.411,0.001034213,0,817.415375,0,0
21519,Mike Bost,Republican,Illinois,-89.432,37.99,0.001034213,0,204.5388964,0,0
21523,Garret Graves,Republican,Louisiana,-91.055,30.311,0.001034213,0,981.4440825,0,0
21525,Seth Moulton,Democrat,Massachusetts,-70.98,42.636,0.001723735,141,1440.271775,26.21961129,0.764940239
21526,John R. Moolenaar,Republican,Michigan,-84.751,43.735,0.001034213,0,612.1402591,0,0
21529,Debbie Dingell,Democrat,Michigan,-83.463,42.215,0.001837527,143,516.110405,22.57721613,0.771084337
21530,Brenda L. Lawrence,Democrat,Michigan,-83.203,42.48,0.001883288,150,552.4565262,33.82406889,0.79338843
21531,Tom Emmer,Republican,Minnesota,-93.854,45.335,0.001034213,0,933.4485036,0,0
21536,Donald Norcross,Democrat,New Jersey,-75.051,39.789,0.001115962,14,1055.496673,0,0.489795918
21538,Bonnie Watson Coleman,Democrat,New Jersey,-74.571,40.373,0.001949932,144,1101.954468,159.5597375,0.790123457
21539,Lee M. Zeldin,Republican,New York,-72.688,40.913,0.001034213,0,1266.910996,0,0
21540,Kathleen M. Rice,Democrat,New York,-73.616,40.672,0.001034213,0,1186.053783,0,0
21541,Elise M. Stefanik,Republican,New York,-74.529,44.019,0.001034213,0,1219.107589,0,0
21542,John Katko,Republican,New York,-76.535,43.062,0.001034213,0,1027.296632,0,0
21544,David Rouzer,Republican,North Carolina,-78.349,34.661,0.001034213,0,899.8461708,0,0
21545,Alma S. Adams,Democrat,North Carolina,-80.838,35.272,0.001946971,154,672.3947079,38.91672224,0.806722689
21548,Brendan Boyle,Democrat,Pennsylvania,-75.06,40.048,0.001945434,148,1056.948669,32.2973755,0.786885246
21551,Brian Babin,Republican,Texas,-94.414,30.46,0.001034213,0,1115.253993,0,0
21554,"Donald S. Beyer, Jr.",Democrat,Virginia,-77.137,38.79,0.002099184,159,873.5409266,54.79021592,0.824034335
21556,Dan Newhouse,Republican,Washington,-119.705,47.299,0.001034213,0,2795.601804,0,0
21557,Alexander X. Mooney,Republican,West Virginia,-80.185,38.839,0.001034213,0,609.4487234,0,0
21559,Glenn Grothman,Republican,Wisconsin,-88.704,43.797,0.001034213,0,597.1788695,0,0
21561,Trent Kelly,Republican,Mississippi,-89.006,34.196,0.001034213,0,510.1099416,0,0
21562,Darin LaHood,Republican,Illinois,-90.076,40.23,0.001034213,0,310.053283,0,0
21563,Bruce Westerman,Republican,Arkansas,-93.213,34.226,0.001034213,0,721.2608544,0,0
21564,Warren Davidson,Republican,Ohio,-84.416,39.904,0.001034213,0,283.2369141,0,0
21565,James Comer,Republican,Kentucky,-87.185,37.082,0.001034213,0,162.905209,0,0
21566,Dwight Evans,Democrat,Pennsylvania,-75.198,40.005,0.002073557,153,1044.817514,43.76410835,0.80334728
21700,Jodey C. Arrington,Republican,Texas,-101.217,33.245,0.001034213,0,1391.515802,0,0
21701,Don Bacon,Republican,Nebraska,-96.16,41.229,0.001034213,0,820.1554454,0,0
21702,Jim Banks,Republican,Indiana,-85.231,41.102,0.001034213,0,330.0677671,0,0
21703,Nanette Diaz Barragan,Democrat,California,-118.238,33.856,0.001788162,108,2819.603071,4.779836505,0.668989547
21704,Jack Bergman,Republican,Michigan,-86.443,45.865,0.001034213,0,816.0922595,0,0
21705,Andy Biggs,Republican,Arizona,-111.715,33.338,0.001034213,0,2274.193068,0,0
21706,Lisa Blunt Rochester,Democrat,Delaware,-75.507,38.992,0.002200685,163,1014.152982,71.55327284,0.838427948
21707,Anthony G. Brown,Democrat,Maryland,-76.752,38.967,0.001053221,5,906.571696,0,0.476426799
21708,Ted Budd,Republican,North Carolina,-79.794,35.911,0.001034213,0,717.8514705,0,0
21709,Salud O. Carbajal,Democrat,California,-120.095,35.013,0.002195061,167,2940.146983,102.9681222,0.853333333
21710,Liz Cheney,Republican,Wyoming,-107.551,43,0.001034213,0,1778.831046,0,0
21711,J. Luis Correa,Democrat,California,-117.896,33.791,0.002184684,152,2792.309207,47.49865896,0.8
21712,,Vacant,Florida,-82.722,27.85,0.001034213,0,1259.81842,0,0
21713,Val Butler Demings,Democrat,Florida,-81.511,28.544,0.002005995,117,1230.177319,72.61091302,0.698181818
21714,Neil P. Dunn,Republican,Florida,-84.13,30.078,0.001034213,0,982.8096884,0,0
21715,Adriano Espaillat,Democrat,New York,-73.928,40.839,0.001903714,108,1162.503198,43.96661185,0.680851064
21717,A. Drew Ferguson IV,Republican,Georgia,-84.733,33.148,0.001034213,0,640.0902677,0,0
21718,Brian Fitzpatrick,Republican,Pennsylvania,-75.115,40.333,0.001034213,0,1055.653567,0,0
21719,Matt Gaetz,Republican,Florida,-86.645,30.716,0.001034213,0,872.2359088,0,0
21720,Mike Gallagher,Republican,Wisconsin,-88.287,44.811,0.001034213,0,702.3418281,0,0
21722,Vicente Gonzalez,Democrat,Texas,-98.261,27.756,0.001034213,0,1578.655137,0,0
21723,Josh S. Gottheimer,Democrat,New Jersey,-74.628,41.058,0.001078869,25,1108.482297,1.711074919,0.5
21724,Clay Higgins,Republican,Louisiana,-92.473,30.024,0.001034213,0,1063.885885,0,0
21725,Trey Hollingsworth,Republican,Indiana,-86.207,38.787,0.001034213,0,90.1646264,0,0
21726,Pramila Jayapal,Democrat,Washington,-122.376,47.589,0.001976958,109,2998.944895,46.96453725,0.683274021
21727,Mike Johnson,Republican,Louisiana,-93.18,31.798,0.001034213,0,926.1624365,0,0
21728,Ro Khanna,Democrat,California,-121.961,37.438,0.002193846,136,3030.546449,21.34570566,0.75
21730,Raja Krishnamoorthi,Democrat,Illinois,-88.097,42.008,0.002180031,147,392.3059517,35.68506403,0.783673469
21731,David Kustoff,Republican,Tennessee,-89.099,35.861,0.001034213,0,342.7894876,0,0
21732,"Al Lawson, Jr.",Democrat,Florida,-83.327,30.449,0.002338609,142,967.5774565,44.60633743,0.768
21735,Brian J. Mast,Republican,Florida,-80.415,27.127,0.001034213,0,1418.130069,0,0
21736,A. Donald McEachin,Democrat,Virginia,-77.162,36.958,0.001034213,0,899.4521625,0,0
21738,Stephanie N. Murphy,Democrat,Florida,-81.245,28.688,0.001034213,0,1226.35234,0,0
21739,Tom O'Halleran,Democrat,Arizona,-110.735,34.985,0.001157777,30,2127.46416,0.023255814,0.514745308
21740,Jimmy Panetta,Democrat,California,-121.216,36.36,0.002269874,139,2995.47154,435.7287411,0.761904762
21741,Jamie Raskin,Democrat,Maryland,-77.251,39.433,0.001704824,77,864.9501521,1.419843607,0.6
21744,John H. Rutherford,Republican,Florida,-81.655,30.357,0.001034213,0,1042.415082,0,0
21745,Lloyd Smucker,Republican,Pennsylvania,-76.394,39.968,0.001034213,0,943.0103225,0,0
21746,Darren Soto,Democrat,Florida,-81.285,28.035,0.002297632,137,1290.896047,54.09154077,0.752941176
21747,Thomas R. Suozzi,Democrat,New York,-73.495,40.831,0.001629241,67,1198.44689,0.056318674,0.576576577
21749,Claudia Tenney,Republican,New York,-75.657,42.873,0.001034213,0,1083.982663,0,0
21750,Ron Estes,Republican,Kansas,-97.74,37.544,0.001034213,0,929.2468347,0,0
21753,Ralph Norman,Republican,South Carolina,-81.02,34.539,0.001034213,0,709.1496566,0,0
21754,Jimmy Gomez,Democrat,California,-118.228,34.075,0.00222178,119,2810.623105,60.59701923,0.708487085
21755,John R. Curtis,Republican,Utah,-110.228,38.68,0.001034213,0,1995.629495,0,0
21756,Conor Lamb,Democrat,Pennsylvania,-80.191,40.61,0.002008708,98,642.6937255,43.74735254,0.648648649
21757,Debbie Lesko,Republican,Arizona,-112.3,33.693,0.001034213,0,2310.438496,0,0
21758,Michael Cloud,Republican,Texas,-96.877,28.873,0.001034213,0,1397.665209,0,0
21759,Troy Balderson,Republican,Ohio,-82.615,40.238,0.001034213,0,436.4168521,0,0
21760,Kevin Hern,Republican,Oklahoma,-95.786,36.212,0.001034213,0,801.549169,0,0
21761,Joseph D. Morelle,Democrat,New York,-77.682,43.161,0.002610028,143,949.8213078,54.24758041,0.771084337
21762,Mary Gay Scanlon,Democrat,Pennsylvania,-75.379,39.922,0.002527851,151,1028.656524,37.24424869,0.796680498
21763,Susan Wild,Democrat,Pennsylvania,-75.418,40.728,0.001134964,20,1036.670499,0,0.501305483
21900,Colin Z. Allred,Democrat,Texas,-96.652,32.921,0.001913868,99,1057.028662,5.89534858,0.650847458
21901,Kelly Armstrong,Republican,North Dakota,-100.469,47.446,0.001034213,0,1460.471607,0,0
21902,Cindy Axne,Democrat,Iowa,-94.637,41.204,0.002741671,129,699.7904545,110.7162267,0.730038023
21903,James R. Baird,Republican,Indiana,-86.862,40.384,0.001034213,0,206.3029397,0,0
21905,Tim Burchett,Republican,Tennessee,-83.826,36.047,0.001034213,0,407.7364571,0,0
21906,Sean Casten,Democrat,Illinois,-88.179,42.028,0.001034213,0,395.8859304,0,0
21908,Ben Cline,Republican,Virginia,-79.191,38.135,0.001034213,0,699.6862892,0,0
21910,Angie Craig,Democrat,Minnesota,-92.849,44.488,0.001534939,45,810.5194519,5.951279527,0.536312849
21911,Daniel Crenshaw,Republican,Texas,-95.338,29.965,0.001034213,0,1211.3527,0,0
21912,Jason A. Crow,Democrat,Colorado,-104.74,39.775,0.002436928,132,1516.052412,27.77766063,0.738461538
21914,Sharice Davids,Democrat,Kansas,-94.793,38.892,0.00266377,128,659.7513307,73.83881023,0.727272727
21915,Madeleine Dean,Democrat,Pennsylvania,-75.398,40.222,0.003213788,167,1030.355947,126.1920749,0.853333333
21917,Veronica Escobar,Democrat,Texas,-106.282,31.858,0.001034213,0,1881.942541,0,0
21919,Lizzie Fletcher,Democrat,Texas,-95.606,29.793,0.002526947,107,1242.017149,34.05721669,0.668989547
21920,Russ Fulcher,Republican,Idaho,-116.033,45.363,0.001034213,0,2486.444436,0,0
21921,JesÃºs G. Garcia,Democrat,Illinois,-87.765,41.872,0.001067652,3,372.8314288,0,0.45823389
21922,Sylvia R. Garcia,Democrat,Texas,-95.266,29.783,0.001034213,0,1223.803873,0,0
21923,Jared F. Golden,Democrat,Maine,-69.128,45.556,0.001034213,0,1678.036511,0,0
21924,Anthony Gonzalez,Republican,Ohio,-81.738,40.973,0.001034213,0,538.9848584,0,0
21925,Lance Gooden,Republican,Texas,-95.736,32.227,0.001034213,0,1044.454255,0,0
21926,Mark E. Green,Republican,Tennessee,-87.832,35.637,0.001034213,0,328.4092495,0,0
21927,Michael Guest,Republican,Mississippi,-89.733,32.015,0.001034213,0,761.7802277,0,0
21930,Josh Harder,Democrat,California,-121.061,37.581,0.003097813,139,2949.615397,77.40278431,0.758893281
21931,Jahana Hayes,Democrat,Connecticut,-73.219,41.691,0.002750923,140,1237.455764,18.00972204,0.761904762
21934,Chrissy Houlahan,Democrat,Pennsylvania,-75.777,40.024,0.002573166,107,995.9325748,19.82614204,0.673684211
21935,Dusty Johnson,Republican,South Dakota,-100.23,44.436,0.001034213,0,1265.349421,0,0
21936,John Joyce,Republican,Pennsylvania,-78.259,40.104,0.001034213,0,787.8538197,0,0
21937,Andy Kim,Democrat,New Jersey,-74.563,39.919,0.003277842,158,1098.018404,81.21803917,0.820512821
21938,Susie Lee,Democrat,Nevada,-115.114,35.731,0.002013628,52,2484.512721,7.868518276,0.547008547
21939,Mike Levin,Democrat,California,-117.389,33.317,0.004031707,168,2766.539785,183.1155396,0.857142857
21940,Andy Levin,Democrat,Michigan,-83.053,42.532,0.003713321,138,564.7242054,144.118506,0.771084337
21941,Elaine Luria,Democrat,Virginia,-75.945,37.355,0.002354936,69,994.9817334,13.59552574,0.580060423
21942,Tom Malinowski,Democrat,New Jersey,-74.789,40.628,0.002416289,89,1087.327887,3.445208735,0.633663366
21944,Lucy McBath,Democrat,Georgia,-84.345,34.01,0.00354679,145,565.5681747,61.40995144,0.777327935
21945,Dan Meuser,Republican,Pennsylvania,-76.172,40.771,0.001034213,0,975.06186,0,0
21946,Carol Miller,Republican,West Virginia,-81.198,37.994,0.001034213,0,527.3783758,0,0
21948,Joe Neguse,Democrat,Colorado,-105.73,40.145,0.003851472,167,1600.421403,115.7600413,0.853333333
21949,Alexandria Ocasio-Cortez,Democrat,New York,-73.856,40.804,0.001034213,4,1167.944217,380,0.332755633
21950,Ilhan Omar,Democrat,Minnesota,-93.295,44.981,0.001034213,1,875.4714403,0,0.329896907
21951,Chris Pappas,Democrat,New Hampshire,-71.223,43.476,0.002556526,59,1445.198083,5.437174475,0.563049853
21952,Greg Pence,Republican,Indiana,-85.363,39.481,0.001034213,0,189.5937023,0,0
21953,Dean Phillips,Democrat,Minnesota,-93.53,44.996,0.003348158,123,888.1273945,11.75437486,0.713754647
21954,Katie Porter,Democrat,California,-117.671,33.706,0.003396595,143,2775.967438,28.61242327,0.771084337
21955,Ayanna Pressley,Democrat,Massachusetts,-71.081,42.302,0.002402587,20,1424.262953,939,0.491048593
21956,Guy Reschenthaler,Republican,Pennsylvania,-79.935,40.08,0.001034213,0,647.5406972,0,0
21959,John W. Rose,Republican,Tennessee,-85.781,36.2,0.001034213,0,289.4861434,0,0
21961,Chip Roy,Republican,Texas,-98.96,30.018,0.001034213,0,1435.470688,0,0
21962,Kim Schrier,Democrat,Washington,-121.003,47.423,0.003078927,79,2894.334445,25.08612904,0.598130841
21964,Mikie Sherrill,Democrat,New Jersey,-74.451,40.904,0.001034213,0,1120.165169,0,0
21965,Elissa Slotkin,Democrat,Michigan,-83.941,42.647,0.001034213,0,532.3520688,0,0
21966,Abigail Davis Spanberger,Democrat,Virginia,-77.901,37.826,0.00161633,11,816.2307342,0,0.446511628
