source,target,year,quarter,log_git_pushes,weight
EG,AZ,2020,1,12.30579580109059,4.693645053800884
EG,VN,2020,1,12.30579580109059,5.047661600073006
EG,RU,2020,1,12.30579580109059,5.284377228932759
EG,FR,2020,1,12.30579580109059,5.00968235200779
EG,SA,2020,1,12.30579580109059,4.922084292689804
EG,GB,2020,1,12.30579580109059,5.575729030273503
EG,BE,2020,1,12.30579580109059,7.375999189169466
EG,DE,2020,1,12.30579580109059,5.8184597148630175
EG,AU,2020,1,12.30579580109059,5.479685981253525
EG,US,2020,1,12.30579580109059,7.654254401481559
PE,CZ,2020,1,11.876227401804758,6.1173623416014244
PE,ES,2020,1,11.876227401804758,6.347642898230779
PE,NO,2020,1,11.876227401804758,5.5459694864749824
PE,US,2020,1,11.876227401804758,8.313055290517532
PE,GB,2020,1,11.876227401804758,5.0512732446388755
PE,CO,2020,1,11.876227401804758,5.171719397714742
PE,MX,2020,1,11.876227401804758,5.64349450660886
PE,DE,2020,1,11.876227401804758,4.9765496984429385
PE,BR,2020,1,11.876227401804758,5.475232935383204
PE,IT,2020,1,11.876227401804758,5.864866578274688
PH,IN,2020,1,12.6672089510088,5.674532459356863
PH,FR,2020,1,12.6672089510088,6.21352896008955
PH,SG,2020,1,12.6672089510088,5.33806022273565
PH,NL,2020,1,12.6672089510088,4.744996500732688
PH,CA,2020,1,12.6672089510088,5.645931844523648
PH,GB,2020,1,12.6672089510088,5.4116041260580205
PH,IT,2020,1,12.6672089510088,5.053880780835072
PH,AU,2020,1,12.6672089510088,5.438143681292633
PH,IL,2020,1,12.6672089510088,5.409156144419381
PH,RU,2020,1,12.6672089510088,5.281211358503498
PH,US,2020,1,12.6672089510088,8.094900588007292
PH,CN,2020,1,12.6672089510088,4.353716027616479
PH,DE,2020,1,12.6672089510088,5.871779666367494
PH,JP,2020,1,12.6672089510088,5.524758154129404
PH,ES,2020,1,12.6672089510088,4.923341909147003
PH,TH,2020,1,12.6672089510088,4.796051671532972
PH,AE,2020,1,12.6672089510088,4.116387841310313
RE,FR,2020,1,8.968141414126814,8.515808426862083
RE,US,2020,1,8.968141414126814,7.447567236070272
KE,NG,2020,1,12.113891564984462,6.7537929053834524
KE,UG,2020,1,12.113891564984462,5.298106550839562
KE,US,2020,1,12.113891564984462,8.142528418543872
KE,RW,2020,1,12.113891564984462,5.03992514278448
KE,IN,2020,1,12.113891564984462,5.863692505761489
KE,MZ,2020,1,12.113891564984462,5.569184468239309
KE,ZA,2020,1,12.113891564984462,4.916311186817302
KE,RO,2020,1,12.113891564984462,4.795233255264066
KE,GB,2020,1,12.113891564984462,6.729763480656617
KE,DE,2020,1,12.113891564984462,5.149926037998808
KE,NL,2020,1,12.113891564984462,5.184059044368267
VN,RU,2020,1,13.3522187539419,4.898578414548069
VN,IT,2020,1,13.3522187539419,3.446723858115771
VN,TW,2020,1,13.3522187539419,4.974404197696555
VN,HK,2020,1,13.3522187539419,4.241955164788996
VN,TH,2020,1,13.3522187539419,4.162966753470365
