Source,Target
20321,29710
20321,29729
20321,29741
20321,29768
20321,29769
20321,29776
20321,29778
20321,29901
20321,29903
20321,29908
20321,29911
20321,31101
20321,31103
20321,39301
20321,39305
20321,39307
20322,20329
20322,20343
20322,20504
20322,20517
20322,20519
20322,20702
20322,20705
20322,20706
20322,20724
20322,20749
20322,20757
20322,20902
20322,20920
20322,20927
20322,20934
20322,20952
20322,20954
20322,21306
20322,21308
20322,21311
20322,21326
20322,21340
20322,21343
20322,21344
20322,21365
20322,21368
20322,21372
20322,21502
20322,21506
20322,21525
20322,21545
20322,21548
20322,21554
20322,21706
20322,21709
20322,21711
20322,21713
20322,21723
20322,21730
20322,21732
20322,21739
20322,21740
20322,21746
20322,21747
20322,21756
20322,21761
20322,21762
20322,21900
20322,21902
20322,21910
20322,21912
20322,21914
20322,21915
20322,21919
20322,21930
20322,21934
20322,21937
20322,21938
20322,21939
20322,21941
20322,21944
20322,21948
20322,21951
20322,21953
20322,21954
20322,21962
20322,21968
20322,21972
20322,21977
20322,21978
20322,21979
20322,21983
20322,22104
20322,22128
20322,22131
20322,22135
20322,22142
20322,22149
20322,29312
20322,29317
20322,29339
20322,29368
20322,29573
20322,29707
20322,29710
20322,29901
20322,29903
20322,29908
20322,31101
20322,39307
20329,20340
20329,20343
20329,20501
20329,20504
20329,20517
20329,20519
20329,20529
20329,20533
20329,20537
20329,20538
20329,20542
20329,20702
20329,20705
20329,20706
20329,20708
20329,20724
20329,20749
20329,20757
20329,20902
20329,20907
20329,20920
20329,20927
20329,20934
20329,20952
20329,20954
20329,20955
20329,20958
20329,21102
20329,21118
20329,21140
20329,21172
20329,21198
20329,21303
20329,21306
